14	0.0 50.0 33.0 25.0 17.0 92.0 25.0 0.0 100.0 0.0 25.0 0.0 25.0 42.0 33.0 33.0 50.0 0.0 0.0 
15	0.0 20.0 20.0 0.0 0.0 47.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 80.0 20.0 0.0 20.0 0.0 
16	0.0 57.0 24.0 29.0 29.0 86.0 43.0 0.0 100.0 0.0 0.0 19.0 14.0 14.0 52.0 38.0 67.0 24.0 0.0 
17	0.0 0.0 14.0 0.0 0.0 43.0 14.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 14.0 29.0 14.0 0.0 0.0 
18	0.0 17.0 12.0 0.0 12.0 52.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0 15.0 17.0 0.0 
19	0.0 0.0 0.0 0.0 25.0 100.0 0.0 0.0 75.0 0.0 0.0 0.0 25.0 0.0 50.0 0.0 25.0 25.0 0.0 
20	0.0 100.0 71.0 14.0 29.0 29.0 0.0 0.0 71.0 0.0 0.0 0.0 14.0 0.0 29.0 29.0 14.0 29.0 0.0 
21	0.0 50.0 17.0 33.0 17.0 92.0 33.0 0.0 58.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 
22	0.0 100.0 50.0 0.0 0.0 75.0 17.0 0.0 42.0 0.0 0.0 12.0 12.0 0.0 42.0 38.0 21.0 21.0 0.0 
23	0.0 45.0 40.0 25.0 35.0 90.0 20.0 0.0 100.0 0.0 0.0 0.0 35.0 15.0 50.0 50.0 45.0 0.0 0.0 
24	0.0 38.0 25.0 0.0 19.0 62.0 31.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 56.0 12.0 56.0 19.0 0.0 
25	0.0 77.0 46.0 15.0 31.0 100.0 0.0 0.0 92.0 0.0 0.0 0.0 23.0 0.0 38.0 69.0 85.0 31.0 0.0 
26	0.0 60.0 30.0 0.0 0.0 20.0 20.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 80.0 20.0 50.0 30.0 0.0 
27	0.0 0.0 0.0 0.0 0.0 50.0 0.0 0.0 100.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
28	0.0 67.0 33.0 0.0 0.0 0.0 17.0 0.0 50.0 0.0 0.0 67.0 0.0 0.0 0.0 83.0 100.0 17.0 0.0 
29	0.0 29.0 0.0 0.0 0.0 29.0 43.0 0.0 100.0 0.0 14.0 0.0 0.0 14.0 43.0 0.0 71.0 29.0 14.0 
30	0.0 67.0 56.0 11.0 44.0 100.0 0.0 0.0 56.0 11.0 0.0 0.0 11.0 11.0 56.0 56.0 33.0 22.0 0.0 
31	0.0 40.0 40.0 0.0 0.0 60.0 40.0 60.0 100.0 0.0 40.0 0.0 20.0 20.0 60.0 40.0 40.0 20.0 0.0 
32	0.0 83.0 50.0 0.0 0.0 17.0 33.0 0.0 100.0 0.0 0.0 17.0 0.0 17.0 67.0 67.0 33.0 33.0 0.0 
33	0.0 50.0 12.0 0.0 0.0 0.0 25.0 0.0 38.0 0.0 0.0 25.0 0.0 25.0 0.0 25.0 100.0 12.0 0.0 
34	0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 100.0 0.0 0.0 0.0 0.0 25.0 50.0 0.0 0.0 0.0 0.0 
35	0.0 75.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 0.0 0.0 25.0 25.0 0.0 100.0 25.0 0.0 
36	0.0 33.0 33.0 0.0 67.0 100.0 0.0 0.0 33.0 0.0 0.0 33.0 0.0 67.0 0.0 33.0 100.0 0.0 0.0 
37	0.0 100.0 50.0 0.0 0.0 0.0 11.0 0.0 17.0 0.0 0.0 0.0 0.0 0.0 28.0 39.0 28.0 11.0 0.0 
38	0.0 58.0 83.0 33.0 100.0 100.0 0.0 0.0 83.0 0.0 0.0 50.0 58.0 0.0 67.0 0.0 58.0 17.0 0.0 
39	0.0 50.0 0.0 0.0 0.0 75.0 25.0 0.0 75.0 0.0 25.0 25.0 25.0 25.0 75.0 25.0 100.0 0.0 0.0 
40	0.0 0.0 0.0 0.0 0.0 100.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0 0.0 
41	0.0 62.0 25.0 12.0 12.0 100.0 25.0 0.0 100.0 0.0 0.0 0.0 0.0 25.0 38.0 88.0 50.0 88.0 0.0 
42	0.0 58.0 54.0 17.0 33.0 71.0 0.0 0.0 100.0 0.0 0.0 0.0 17.0 0.0 58.0 38.0 21.0 17.0 0.0 
43	0.0 52.0 30.0 24.0 21.0 100.0 21.0 0.0 76.0 0.0 0.0 0.0 0.0 0.0 45.0 18.0 30.0 15.0 0.0 
44	0.0 67.0 48.0 14.0 33.0 57.0 14.0 0.0 100.0 0.0 0.0 19.0 24.0 19.0 48.0 71.0 57.0 62.0 0.0 
45	0.0 33.0 56.0 22.0 33.0 100.0 11.0 0.0 33.0 11.0 11.0 0.0 11.0 0.0 56.0 33.0 22.0 22.0 0.0 
46	0.0 29.0 14.0 0.0 0.0 14.0 29.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 57.0 14.0 43.0 29.0 0.0 
47	0.0 0.0 0.0 0.0 0.0 33.0 33.0 0.0 100.0 0.0 0.0 17.0 17.0 33.0 0.0 17.0 17.0 0.0 0.0 
48	0.0 0.0 0.0 0.0 0.0 38.0 23.0 0.0 100.0 0.0 15.0 15.0 0.0 23.0 15.0 0.0 46.0 23.0 0.0 
49	0.0 0.0 0.0 19.0 31.0 100.0 12.0 0.0 69.0 0.0 0.0 12.0 44.0 0.0 0.0 12.0 25.0 0.0 0.0 
50	0.0 0.0 0.0 0.0 0.0 25.0 50.0 0.0 100.0 0.0 0.0 25.0 25.0 25.0 75.0 0.0 25.0 0.0 0.0 
51	0.0 100.0 83.0 0.0 0.0 33.0 0.0 0.0 33.0 0.0 0.0 0.0 0.0 0.0 83.0 50.0 17.0 50.0 17.0 
52	0.0 17.0 22.0 11.0 17.0 28.0 17.0 0.0 100.0 0.0 0.0 0.0 11.0 17.0 22.0 28.0 28.0 22.0 0.0 
53	0.0 100.0 50.0 0.0 12.0 38.0 25.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 25.0 50.0 62.0 25.0 0.0 
54	0.0 86.0 43.0 29.0 14.0 43.0 43.0 0.0 100.0 0.0 0.0 29.0 0.0 43.0 29.0 43.0 86.0 43.0 0.0 
55	0.0 100.0 67.0 0.0 0.0 0.0 0.0 0.0 17.0 0.0 0.0 0.0 0.0 0.0 33.0 33.0 33.0 50.0 0.0 
56	0.0 100.0 52.0 16.0 16.0 76.0 0.0 0.0 64.0 0.0 0.0 24.0 0.0 0.0 52.0 40.0 60.0 16.0 0.0 
57	0.0 100.0 50.0 0.0 25.0 100.0 0.0 0.0 75.0 0.0 0.0 0.0 0.0 0.0 42.0 50.0 67.0 50.0 0.0 
58	0.0 36.0 24.0 0.0 0.0 84.0 16.0 0.0 100.0 0.0 0.0 0.0 0.0 20.0 36.0 28.0 36.0 24.0 0.0 
59	0.0 38.0 23.0 0.0 0.0 47.0 15.0 0.0 100.0 0.0 0.0 16.0 0.0 12.0 36.0 19.0 47.0 20.0 0.0 
60	0.0 60.0 38.0 0.0 0.0 48.0 12.0 0.0 100.0 0.0 0.0 12.0 12.0 24.0 48.0 45.0 48.0 33.0 0.0 
61	0.0 50.0 50.0 0.0 50.0 0.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 50.0 50.0 0.0 0.0 
62	0.0 48.0 39.0 0.0 12.0 33.0 15.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 42.0 30.0 15.0 36.0 0.0 
63	0.0 22.0 11.0 0.0 0.0 11.0 0.0 11.0 100.0 0.0 0.0 0.0 0.0 22.0 56.0 0.0 22.0 22.0 0.0 
64	0.0 75.0 50.0 0.0 21.0 54.0 14.0 0.0 100.0 0.0 0.0 21.0 21.0 0.0 36.0 46.0 46.0 39.0 0.0 
65	0.0 18.0 14.0 0.0 0.0 55.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 27.0 18.0 0.0 
66	0.0 60.0 20.0 0.0 0.0 80.0 40.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 60.0 20.0 40.0 20.0 0.0 
67	0.0 100.0 67.0 0.0 0.0 67.0 67.0 0.0 33.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0 67.0 0.0 0.0 
68	0.0 29.0 14.0 0.0 0.0 14.0 14.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 57.0 29.0 0.0 29.0 0.0 
69	0.0 80.0 40.0 0.0 0.0 30.0 20.0 0.0 100.0 0.0 0.0 30.0 0.0 20.0 60.0 50.0 80.0 30.0 0.0 
70	0.0 100.0 73.0 40.0 47.0 87.0 13.0 0.0 73.0 0.0 0.0 20.0 40.0 0.0 53.0 60.0 47.0 20.0 0.0 
71	0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 40.0 30.0 20.0 20.0 0.0 
72	0.0 27.0 12.0 0.0 0.0 24.0 27.0 0.0 100.0 0.0 12.0 0.0 0.0 15.0 18.0 0.0 45.0 18.0 0.0 
73	0.0 25.0 0.0 0.0 0.0 50.0 17.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 33.0 42.0 25.0 0.0 0.0 
74	0.0 25.0 12.0 0.0 0.0 25.0 25.0 0.0 100.0 0.0 12.0 12.0 0.0 38.0 38.0 25.0 62.0 12.0 0.0 
75	0.0 55.0 27.0 27.0 18.0 100.0 0.0 0.0 45.0 0.0 0.0 0.0 0.0 0.0 27.0 18.0 36.0 0.0 0.0 
76	0.0 21.0 0.0 0.0 0.0 36.0 29.0 0.0 100.0 0.0 0.0 0.0 0.0 14.0 43.0 29.0 14.0 0.0 0.0 
77	0.0 50.0 40.0 0.0 0.0 60.0 20.0 0.0 100.0 0.0 0.0 20.0 0.0 0.0 30.0 30.0 40.0 20.0 0.0 
78	0.0 25.0 25.0 0.0 0.0 100.0 0.0 0.0 75.0 25.0 0.0 25.0 0.0 0.0 50.0 50.0 25.0 0.0 0.0 
79	0.0 13.0 0.0 0.0 0.0 33.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 53.0 13.0 0.0 20.0 0.0 
80	0.0 11.0 0.0 0.0 0.0 0.0 11.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0 22.0 22.0 0.0 
81	0.0 50.0 12.0 12.0 25.0 50.0 0.0 0.0 100.0 0.0 0.0 12.0 12.0 0.0 50.0 12.0 25.0 12.0 0.0 
82	0.0 25.0 19.0 44.0 38.0 75.0 12.0 0.0 100.0 0.0 12.0 0.0 31.0 19.0 75.0 25.0 19.0 56.0 12.0 
83	0.0 71.0 35.0 0.0 18.0 100.0 0.0 0.0 71.0 0.0 0.0 0.0 0.0 18.0 65.0 35.0 71.0 18.0 0.0 
84	0.0 36.0 0.0 14.0 21.0 64.0 14.0 0.0 100.0 0.0 0.0 0.0 14.0 0.0 57.0 0.0 71.0 29.0 0.0 
85	0.0 25.0 16.0 0.0 12.0 45.0 0.0 0.0 100.0 0.0 0.0 0.0 16.0 0.0 43.0 18.0 14.0 25.0 0.0 
86	0.0 0.0 0.0 0.0 25.0 100.0 0.0 0.0 75.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0 25.0 25.0 0.0 
87	0.0 68.0 35.0 0.0 0.0 100.0 15.0 0.0 44.0 0.0 0.0 0.0 0.0 0.0 56.0 47.0 21.0 35.0 0.0 
88	0.0 17.0 0.0 0.0 17.0 17.0 17.0 0.0 100.0 17.0 0.0 0.0 0.0 0.0 50.0 0.0 17.0 33.0 0.0 
89	0.0 40.0 27.0 13.0 0.0 100.0 13.0 0.0 87.0 0.0 0.0 0.0 0.0 0.0 73.0 33.0 13.0 20.0 0.0 
90	0.0 12.0 12.0 0.0 0.0 42.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 11.0 34.0 0.0 25.0 16.0 0.0 
91	0.0 60.0 30.0 0.0 0.0 15.0 15.0 0.0 100.0 0.0 0.0 0.0 0.0 20.0 25.0 35.0 55.0 55.0 0.0 
92	0.0 51.0 31.0 13.0 15.0 62.0 31.0 0.0 100.0 0.0 0.0 13.0 0.0 0.0 38.0 33.0 49.0 21.0 0.0 
93	0.0 0.0 0.0 50.0 50.0 50.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 
94	0.0 37.0 22.0 0.0 18.0 66.0 18.0 0.0 100.0 0.0 0.0 10.0 18.0 10.0 28.0 19.0 19.0 22.0 0.0 
95	0.0 66.0 53.0 16.0 44.0 78.0 0.0 0.0 100.0 0.0 0.0 12.0 34.0 0.0 47.0 34.0 31.0 34.0 0.0 
96	0.0 90.0 20.0 0.0 0.0 30.0 40.0 0.0 100.0 0.0 0.0 50.0 0.0 0.0 40.0 60.0 60.0 30.0 0.0 
97	0.0 45.0 36.0 36.0 27.0 82.0 0.0 0.0 64.0 0.0 0.0 18.0 0.0 27.0 18.0 100.0 64.0 18.0 0.0 
98	0.0 22.0 11.0 0.0 0.0 100.0 11.0 0.0 11.0 0.0 0.0 0.0 11.0 11.0 11.0 0.0 11.0 11.0 11.0 
99	0.0 82.0 41.0 18.0 12.0 76.0 24.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 65.0 24.0 0.0 
100	0.0 57.0 0.0 0.0 0.0 43.0 14.0 0.0 100.0 0.0 0.0 0.0 0.0 14.0 29.0 14.0 71.0 29.0 0.0 
101	0.0 100.0 80.0 0.0 0.0 60.0 0.0 0.0 60.0 0.0 0.0 20.0 0.0 0.0 80.0 40.0 100.0 20.0 0.0 
102	0.0 67.0 67.0 17.0 17.0 50.0 0.0 0.0 33.0 0.0 0.0 17.0 33.0 0.0 17.0 100.0 0.0 0.0 0.0 
103	0.0 50.0 25.0 0.0 0.0 100.0 25.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 75.0 50.0 0.0 25.0 0.0 
104	0.0 29.0 21.0 0.0 0.0 43.0 14.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 36.0 29.0 21.0 14.0 0.0 
105	0.0 33.0 0.0 0.0 0.0 33.0 67.0 0.0 100.0 0.0 33.0 33.0 0.0 100.0 33.0 33.0 100.0 0.0 0.0 
106	0.0 44.0 33.0 0.0 0.0 56.0 11.0 0.0 100.0 0.0 0.0 0.0 0.0 11.0 33.0 0.0 44.0 22.0 0.0 
107	0.0 0.0 0.0 0.0 0.0 100.0 100.0 0.0 100.0 0.0 0.0 0.0 0.0 100.0 50.0 0.0 50.0 0.0 0.0 
108	0.0 50.0 0.0 25.0 25.0 100.0 25.0 0.0 75.0 0.0 0.0 0.0 25.0 25.0 25.0 25.0 25.0 0.0 0.0 
109	0.0 100.0 67.0 0.0 15.0 55.0 24.0 0.0 48.0 0.0 0.0 0.0 12.0 0.0 42.0 48.0 48.0 12.0 0.0 
110	0.0 69.0 0.0 0.0 0.0 62.0 0.0 0.0 100.0 0.0 0.0 15.0 0.0 0.0 77.0 15.0 85.0 23.0 0.0 
111	0.0 0.0 25.0 0.0 25.0 25.0 25.0 0.0 100.0 0.0 25.0 0.0 0.0 25.0 75.0 25.0 75.0 25.0 0.0 
112	0.0 46.0 0.0 0.0 0.0 0.0 23.0 0.0 100.0 0.0 0.0 0.0 0.0 15.0 23.0 0.0 54.0 23.0 0.0 
113	0.0 75.0 25.0 0.0 0.0 38.0 38.0 0.0 100.0 0.0 12.0 0.0 0.0 25.0 50.0 38.0 88.0 12.0 0.0 
114	0.0 29.0 14.0 0.0 0.0 43.0 14.0 0.0 100.0 0.0 14.0 0.0 0.0 29.0 43.0 86.0 71.0 57.0 14.0 
115	0.0 50.0 11.0 0.0 0.0 17.0 28.0 11.0 100.0 0.0 11.0 11.0 0.0 22.0 11.0 17.0 78.0 0.0 0.0 
116	0.0 17.0 22.0 0.0 0.0 11.0 22.0 0.0 100.0 0.0 0.0 0.0 11.0 11.0 17.0 11.0 11.0 17.0 0.0 
117	0.0 100.0 67.0 0.0 22.0 44.0 22.0 0.0 89.0 11.0 0.0 0.0 11.0 0.0 44.0 67.0 89.0 22.0 0.0 
118	0.0 37.0 26.0 0.0 0.0 21.0 26.0 0.0 100.0 0.0 0.0 53.0 11.0 16.0 11.0 42.0 63.0 21.0 0.0 
119	0.0 57.0 35.0 0.0 0.0 41.0 14.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 22.0 32.0 46.0 27.0 0.0 
120	0.0 67.0 17.0 17.0 17.0 17.0 17.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 17.0 50.0 17.0 67.0 0.0 
121	0.0 25.0 15.0 0.0 0.0 20.0 25.0 0.0 100.0 0.0 0.0 0.0 0.0 15.0 35.0 20.0 40.0 15.0 0.0 
122	0.0 14.0 0.0 0.0 0.0 19.0 14.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 19.0 0.0 14.0 0.0 0.0 
123	0.0 14.0 0.0 0.0 0.0 36.0 29.0 0.0 100.0 0.0 0.0 0.0 14.0 0.0 64.0 0.0 43.0 14.0 0.0 
124	0.0 67.0 0.0 0.0 0.0 67.0 0.0 0.0 67.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 100.0 0.0 0.0 
125	0.0 62.0 29.0 0.0 0.0 100.0 0.0 0.0 38.0 0.0 0.0 0.0 24.0 14.0 38.0 33.0 43.0 29.0 0.0 
126	0.0 71.0 14.0 0.0 0.0 43.0 0.0 0.0 100.0 0.0 0.0 29.0 0.0 14.0 43.0 14.0 71.0 0.0 0.0 
127	0.0 88.0 75.0 0.0 0.0 12.0 0.0 0.0 12.0 0.0 0.0 12.0 0.0 0.0 12.0 100.0 0.0 25.0 0.0 
128	0.0 48.0 28.0 0.0 12.0 68.0 0.0 0.0 100.0 0.0 0.0 0.0 16.0 12.0 84.0 16.0 24.0 32.0 0.0 
129	0.0 0.0 0.0 0.0 0.0 33.0 33.0 0.0 100.0 0.0 33.0 0.0 0.0 33.0 67.0 0.0 33.0 67.0 0.0 
130	0.0 81.0 42.0 15.0 33.0 62.0 19.0 0.0 100.0 0.0 0.0 19.0 15.0 0.0 33.0 46.0 69.0 15.0 0.0 
131	0.0 12.0 0.0 0.0 0.0 38.0 12.0 0.0 100.0 0.0 0.0 0.0 0.0 12.0 12.0 0.0 0.0 12.0 0.0 
132	0.0 14.0 0.0 0.0 0.0 29.0 57.0 0.0 100.0 0.0 14.0 0.0 0.0 14.0 0.0 0.0 29.0 14.0 0.0 
133	0.0 20.0 20.0 0.0 20.0 60.0 0.0 0.0 100.0 20.0 0.0 0.0 0.0 0.0 40.0 20.0 0.0 20.0 0.0 
134	0.0 50.0 0.0 25.0 25.0 100.0 0.0 0.0 75.0 0.0 0.0 0.0 0.0 25.0 25.0 0.0 50.0 25.0 0.0 
135	0.0 40.0 20.0 0.0 0.0 40.0 60.0 0.0 100.0 0.0 0.0 20.0 0.0 20.0 40.0 0.0 60.0 0.0 40.0 
136	0.0 0.0 0.0 0.0 0.0 20.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 13.0 27.0 13.0 0.0 27.0 0.0 
137	0.0 100.0 58.0 0.0 0.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0 42.0 42.0 17.0 0.0 
138	0.0 42.0 17.0 0.0 0.0 58.0 42.0 0.0 100.0 0.0 0.0 0.0 17.0 17.0 25.0 17.0 50.0 17.0 0.0 
139	0.0 0.0 0.0 0.0 0.0 11.0 11.0 0.0 100.0 0.0 0.0 11.0 0.0 0.0 0.0 0.0 22.0 22.0 0.0 
140	0.0 0.0 50.0 0.0 50.0 50.0 50.0 0.0 100.0 0.0 50.0 0.0 0.0 50.0 50.0 0.0 50.0 50.0 0.0 
141	0.0 61.0 17.0 0.0 0.0 56.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 11.0 44.0 28.0 94.0 17.0 0.0 
142	0.0 33.0 0.0 17.0 17.0 100.0 17.0 0.0 83.0 0.0 0.0 0.0 33.0 33.0 33.0 33.0 50.0 17.0 0.0 
143	0.0 60.0 20.0 0.0 0.0 0.0 20.0 0.0 80.0 0.0 0.0 40.0 0.0 60.0 20.0 20.0 100.0 40.0 0.0 
144	0.0 39.0 16.0 0.0 11.0 52.0 25.0 0.0 100.0 0.0 0.0 0.0 0.0 14.0 27.0 16.0 30.0 16.0 0.0 
145	0.0 88.0 39.0 0.0 0.0 91.0 21.0 0.0 97.0 0.0 0.0 24.0 0.0 15.0 48.0 52.0 100.0 24.0 0.0 
146	0.0 14.0 29.0 0.0 14.0 43.0 14.0 0.0 100.0 14.0 0.0 0.0 14.0 0.0 29.0 29.0 71.0 14.0 0.0 
147	0.0 25.0 25.0 0.0 25.0 50.0 25.0 0.0 100.0 0.0 25.0 0.0 25.0 25.0 75.0 0.0 25.0 25.0 0.0 
148	0.0 70.0 90.0 30.0 50.0 100.0 20.0 0.0 60.0 0.0 0.0 0.0 30.0 0.0 50.0 90.0 20.0 50.0 0.0 
149	0.0 14.0 0.0 0.0 0.0 14.0 29.0 0.0 100.0 0.0 14.0 0.0 0.0 14.0 43.0 0.0 14.0 14.0 0.0 
150	0.0 0.0 33.0 0.0 33.0 100.0 0.0 0.0 67.0 0.0 0.0 67.0 33.0 67.0 100.0 0.0 67.0 0.0 0.0 
151	0.0 22.0 20.0 0.0 0.0 80.0 0.0 0.0 100.0 0.0 0.0 0.0 17.0 13.0 63.0 17.0 25.0 23.0 0.0 
152	0.0 23.0 0.0 0.0 0.0 80.0 0.0 0.0 74.0 0.0 0.0 0.0 11.0 0.0 100.0 0.0 11.0 14.0 0.0 
153	0.0 100.0 0.0 0.0 0.0 0.0 33.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 33.0 33.0 100.0 0.0 0.0 
154	0.0 50.0 30.0 0.0 0.0 50.0 20.0 0.0 100.0 0.0 0.0 20.0 0.0 0.0 30.0 40.0 0.0 60.0 0.0 
155	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 
156	0.0 30.0 0.0 0.0 0.0 0.0 20.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.0 30.0 20.0 
157	0.0 88.0 38.0 0.0 0.0 62.0 12.0 0.0 100.0 0.0 0.0 0.0 12.0 0.0 50.0 25.0 50.0 50.0 0.0 
158	0.0 92.0 33.0 0.0 0.0 96.0 42.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 67.0 33.0 42.0 38.0 0.0 
159	0.0 82.0 45.0 0.0 0.0 82.0 27.0 0.0 100.0 0.0 0.0 0.0 0.0 36.0 55.0 27.0 100.0 0.0 0.0 
160	0.0 25.0 0.0 12.0 0.0 75.0 46.0 0.0 100.0 0.0 12.0 17.0 0.0 0.0 42.0 12.0 46.0 17.0 0.0 
161	0.0 25.0 0.0 0.0 0.0 75.0 25.0 0.0 100.0 0.0 0.0 0.0 25.0 0.0 25.0 0.0 50.0 25.0 0.0 
162	0.0 75.0 0.0 25.0 25.0 25.0 50.0 0.0 75.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 100.0 0.0 0.0 
163	0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 0.0 
164	0.0 62.0 38.0 0.0 0.0 15.0 38.0 0.0 100.0 0.0 0.0 0.0 0.0 31.0 23.0 31.0 85.0 23.0 0.0 
165	0.0 83.0 33.0 33.0 17.0 33.0 17.0 0.0 100.0 0.0 0.0 0.0 17.0 0.0 17.0 50.0 50.0 50.0 0.0 
166	0.0 100.0 0.0 0.0 0.0 50.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 100.0 0.0 100.0 0.0 0.0 
167	0.0 33.0 25.0 0.0 33.0 67.0 0.0 0.0 100.0 0.0 0.0 0.0 0.0 17.0 58.0 0.0 42.0 33.0 0.0 
168	0.0 100.0 43.0 14.0 29.0 86.0 14.0 0.0 86.0 0.0 0.0 0.0 0.0 29.0 57.0 29.0 57.0 43.0 0.0 
169	0.0 60.0 40.0 20.0 20.0 40.0 0.0 0.0 100.0 0.0 0.0 20.0 20.0 0.0 40.0 40.0 80.0 60.0 0.0 
170	0.0 50.0 25.0 0.0 25.0 0.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 100.0 25.0 0.0 
171	0.0 0.0 0.0 0.0 0.0 11.0 11.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 22.0 22.0 0.0 0.0 
172	0.0 0.0 50.0 0.0 0.0 50.0 50.0 0.0 100.0 0.0 50.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 
173	0.0 21.0 0.0 0.0 0.0 36.0 43.0 0.0 100.0 0.0 14.0 0.0 0.0 29.0 14.0 0.0 43.0 21.0 0.0 
174	0.0 11.0 0.0 0.0 0.0 62.0 11.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 78.0 0.0 27.0 11.0 0.0 
175	0.0 71.0 29.0 0.0 14.0 57.0 43.0 0.0 100.0 0.0 0.0 14.0 29.0 0.0 71.0 29.0 43.0 43.0 14.0 
176	0.0 31.0 19.0 0.0 0.0 44.0 12.0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 25.0 19.0 25.0 0.0 0.0 
177	0.0 76.0 29.0 0.0 0.0 41.0 59.0 0.0 100.0 0.0 18.0 24.0 0.0 29.0 29.0 35.0 88.0 18.0 0.0 
